time	rating	text	media
Mon Jul 25 02:20:45 +0000 2016	 13	She walks herself up and down the train to be petted by all the passengers. 13/10 I can't handle this https://t.co/gwKCspY8N2	http://pbs.twimg.com/media/CoLTbbzXYAElNM6.jpg
Mon Jul 25 01:52:43 +0000 2016	 10	Here's a doggo completely oblivious to the double rainbow behind him. 10/10 someone tell him https://t.co/OfvRoD6ndV	http://pbs.twimg.com/media/CoLNAq2XEAEB6N3.jpg
Sun Jul 24 23:20:20 +0000 2016	 8	This is Devón (pronounced "Eric"). He forgot how to eat the apple halfway through. Wtf Devón get it together. 8/10 https://t.co/7waRPODGyO	http://pbs.twimg.com/media/CoKqIndWgAAattd.jpg
Sat Jul 23 23:42:53 +0000 2016	 11	This is Oliver. He's an English Creamschnitzel. The rarest of schnitzels. 11/10 would pet quite firmly https://t.co/qbO5X6dYuj	http://pbs.twimg.com/media/CoFlsFfWgAAx8fk.jpg
Sat Jul 23 19:49:07 +0000 2016	 12	This is Jax. He is a majestic mountain pupper. Thinks flat ground is for the weak. 12/10 would totally hike with https://t.co/KGdeHuFJnH	http://pbs.twimg.com/media/CoEwMXeWEAAaIz5.jpg
Sat Jul 23 00:46:50 +0000 2016	 11	This is Gert. He just wants you to be happy. 11/10 would pat on the head so damn well https://t.co/l0Iwj6rLFW	http://pbs.twimg.com/media/CoAqwPTW8AAiJlz.jpg
Fri Jul 22 16:28:07 +0000 2016	 13	All hail sky doggo. 13/10 would jump super high to pet https://t.co/CsLRpqdeTF	http://pbs.twimg.com/media/Cn-4m2CXYAErPGe.jpg
Fri Jul 22 01:42:09 +0000 2016	 11	Pwease accept dis rose on behalf of dog. 11/10 https://t.co/az5BVcIV5I	http://pbs.twimg.com/media/Cn7tyyZWYAAPlAY.jpg
Fri Jul 22 00:43:32 +0000 2016	 12	Here's a heartwarming scene of a single father raising his two pups. Downright awe-inspiring af. 12/10 for everyone https://t.co/hfddJ0OiNR	http://pbs.twimg.com/media/Cn7gaHQWIAEW7kJ.jpg
Thu Jul 21 23:53:04 +0000 2016	 10	When ur older siblings get to play in the deep end but dad says ur not old enough. Maybe one day puppo. All 10/10 https://t.co/JrDAzMhwG9	http://pbs.twimg.com/media/Cn7U2xlW8AI9Pqp.jpg
Thu Jul 21 02:41:54 +0000 2016	 12	Here's a frustrated pupper attempting to escape a pool of Frosted Flakes. 12/10 https://t.co/GAYViEweWr	http://pbs.twimg.com/ext_tw_video_thumb/755955658164465664/pu/img/YcjfthN7C3z61GUj.jpg
Tue Jul 19 01:04:16 +0000 2016	 14	This is one of the most inspirational stories I've ever come across. I have no words. 14/10 for both doggo and owner https://t.co/I5ld3eKD5k	http://pbs.twimg.com/media/CnsIT0WWcAAul8V.jpg
Mon Jul 18 18:43:07 +0000 2016	 13	This is Watson. He trust falls on command. 13/10 it's elementary... (IG: wat.ki) https://t.co/goX3jewkYN	http://pbs.twimg.com/ext_tw_video_thumb/755110610942169088/pu/img/3-INz45pSRMkzOEF.jpg
Mon Jul 18 01:53:28 +0000 2016	 11	This is Winnie. She's not a fan of the fast moving air. 11/10 objects in mirror may be more fluffy than they appear https://t.co/FyHrk20gUR	http://pbs.twimg.com/media/CnnKCJIWcAEwXWi.jpg
Sun Jul 17 18:38:22 +0000 2016	 12	This is Keith. He's pursuing a more 2D lifestyle. Idiosyncratic af. 12/10 follow your dreams Keith https://t.co/G9ufksBMlU	http://pbs.twimg.com/media/CnlmeL3WgAA4c84.jpg
Sun Jul 17 01:05:25 +0000 2016	 10	This is Milo. He's currently plotting his revenge. 10/10 https://t.co/ca0q9HM8II	http://pbs.twimg.com/ext_tw_video_thumb/754481405627957248/pu/img/YY1eBDOlP9QFC4Bj.jpg
Sat Jul 16 22:55:55 +0000 2016	 11	This is Dex. He can see into your past and future. Mesmerizing af 11/10 https://t.co/0dYI0Cpdge	http://pbs.twimg.com/media/CnhXzpvW8AAQ1MB.jpg
Sat Jul 16 01:08:03 +0000 2016	 10	When you hear your owner say they need to hatch another egg, but you've already been on 17 walks today. 10/10 https://t.co/lFEoGqZ4oA	http://pbs.twimg.com/media/CncseIzWgAA4ghH.jpg
Fri Jul 15 17:56:40 +0000 2016	 12	This is Charlie. He pouts until he gets to go on the swing. 12/10 manipulative af https://t.co/ilwQqWFKCh	http://pbs.twimg.com/media/CnbJuPoXEAAjcVF.jpg
Thu Jul 14 18:22:23 +0000 2016	 10	"The dogtor is in hahahaha no but seriously I'm very qualified and that tumor is definitely malignant" 10/10 https://t.co/ULqThwWmLg	http://pbs.twimg.com/media/CnWGCpdWgAAWZTI.jpg
Thu Jul 14 02:47:04 +0000 2016	 11	Here we are witnessing an isolated squad of bouncing doggos. Unbelievably rare for this time of year. 11/10 for all https://t.co/CCdlwiTwQf	http://pbs.twimg.com/ext_tw_video_thumb/753420390836346880/pu/img/ZHLvYxSHYuQK3uXi.jpg
Thu Jul 14 01:19:12 +0000 2016	 12	This is Scout. Her batteries are low. 12/10 precious af https://t.co/ov05LIoQJX	http://pbs.twimg.com/ext_tw_video_thumb/753398183879991296/pu/img/bqFy5Zc_PEk6Mx-B.jpg
Wed Jul 13 23:48:51 +0000 2016	 8	This is Hank. He's mischievous af. Doesn't even know what he was trying to do here. 8/10 quit the shit Hank damn https://t.co/3r7wjfsXHc	http://pbs.twimg.com/media/CnSHLFeWgAAwV-I.jpg
Wed Jul 13 18:26:16 +0000 2016	 11	This is Ace. He's a window washer. One of the best around. 11/10 helpful af https://t.co/sTuRoYfzPv	http://pbs.twimg.com/media/CnQ9Vq1WEAEYP01.jpg
Wed Jul 13 01:34:21 +0000 2016	 13	So this just changed my life. 13/10 please enjoy  https://t.co/dsv4xAtfv7	
Wed Jul 13 00:43:15 +0000 2016	 10	Say hello to Tayzie. She's a Barbadian Bugaboop. Seems quite social. A rare quality for a Bugaboop. 10/10 petable af https://t.co/6qF5YZx6OV	http://pbs.twimg.com/media/CnNKCKIWYAE1YHJ.jpg
Tue Jul 12 18:27:35 +0000 2016	 12	This is Carl. He's very powerful. 12/10 don't mess with Carl https://t.co/v5m2bIukXc	
Tue Jul 12 17:27:23 +0000 2016	 11	This is Grizzie. She's a semi-submerged Bahraini Buttersplotch. Appears alert af. Snazzy tongue. 11/10 would def pet https://t.co/WZ4zzkXXnW	http://pbs.twimg.com/media/CnLmRiYXEAAO_8f.jpg
Tue Jul 12 01:52:49 +0000 2016	 10	Nothing better than a doggo and a sunset. 10/10 majestic af https://t.co/xVSodF19PS	http://pbs.twimg.com/media/CnIQXdRXEAAkSlK.jpg
Tue Jul 12 00:27:52 +0000 2016	10	Hooman used Pokeball*wiggle**wiggle*Doggo broke free 10/10 https://t.co/bWSgqnwSHr	http://pbs.twimg.com/media/CnH87L4W8AQhWGA.jpg
Mon Jul 11 18:20:21 +0000 2016	 9	Here are three doggos completely misjudging an airborne stick. Decent efforts tho. All 9/10 https://t.co/HCXQL4fGVZ	
Mon Jul 11 15:07:30 +0000 2016	 11	Hopefully this puppo on a swing will help get you through your Monday. 11/10 would push https://t.co/G54yClasz2	http://pbs.twimg.com/media/CnF8qU5XgAAORlM.jpg
Mon Jul 11 02:51:40 +0000 2016	 8	Here's a doggo trying to catch some fish. 8/10 futile af (vid by @KellyBauerx) https://t.co/jwd0j6oWLE	http://pbs.twimg.com/ext_tw_video_thumb/752334354492362752/pu/img/uWISPc0YRmhUi9Ju.jpg
Sun Jul 10 16:10:29 +0000 2016	 12	This is Brody. He's a lifeguard. Always prepared for rescue. 12/10 would fake drown just to get saved by him https://t.co/olDmwNjOy1	http://pbs.twimg.com/media/CnBBfNuWcAAkOgO.jpg
Sun Jul 10 01:23:49 +0000 2016	 13	This is Lola. She's a surfing pupper. 13/10 magical af https://t.co/BlGQkhM5EV	
Sun Jul 10 00:32:46 +0000 2016	 11	This is Ruby. Her ice cube is melting. She doesn't know what to do about it. 11/10 https://t.co/Vfc3eAFl2q	http://pbs.twimg.com/media/Cm9q2d3XEAAqO2m.jpg
Sat Jul 09 17:28:29 +0000 2016	 12	This is Tucker. He's very camera shy. 12/10 would give stellar belly rubs to https://t.co/BJRsxuLF1w	http://pbs.twimg.com/media/Cm8JwBqW8AAFOEn.jpg
Sat Jul 09 15:02:31 +0000 2016	 11	This is Fred. He's having one heck of a summer. 11/10 https://t.co/I7SFchkNk4	
Sat Jul 09 02:06:27 +0000 2016	 13	This is Toby. A cat got his tongue. 13/10 adorable af https://t.co/fHQrBKYSLC	http://pbs.twimg.com/media/Cm42t5vXEAAv4CS.jpg
Sat Jul 09 01:08:47 +0000 2016	 5	Please stop sending it pictures that don't even have a doggo or pupper in them. Churlish af. 5/10 neat couch tho https://t.co/u2c9c7qSg8	http://pbs.twimg.com/media/Cm4phTpWcAAgLsr.jpg
Fri Jul 08 22:09:27 +0000 2016	 10	This is Max. She has one ear that's always slightly more alert than the other. 10/10 wonky af https://t.co/5eJg69G8vY	http://pbs.twimg.com/media/Cm4AeG5XgAEHn1M.jpg
Fri Jul 08 16:44:23 +0000 2016	 12	Here's a pupper that's very hungry but too lazy to get up and eat. 12/10 (vid by @RealDavidCortes) https://t.co/lsVAMBq6ex	http://pbs.twimg.com/ext_tw_video_thumb/751456786360725504/pu/img/hWqfIQ29A0cBv6f_.jpg
Fri Jul 08 03:07:09 +0000 2016	 10	This is Gilbert. He's being chased by a battalion of miniature floof cows. 10/10 we all believe in you Gilbert https://t.co/wayKZkDRTG	http://pbs.twimg.com/ext_tw_video_thumb/751250895690731520/pu/img/eziHbU1KbgZg-ijN.jpg
Fri Jul 08 00:04:50 +0000 2016	 12	"This photographer took pics of her best friend before and after she told them they were beautiful" 12/10 https://t.co/510gJW9fsy	http://pbs.twimg.com/media/CmzRRYjW8AArpuA.jpg
Thu Jul 07 19:16:47 +0000 2016	 10	This is Cooper. He's just so damn happy. 10/10 what's your secret puppo? https://t.co/yToDwVXEpA	http://pbs.twimg.com/media/CmyPXNOW8AEtaJ-.jpg
Thu Jul 07 01:47:22 +0000 2016	 11	Meet Milo. He hauled ass until he ran out of treadmill and then passed out from exhaustion. 11/10 sleep tight pupper https://t.co/xe1aGZNkcC	http://pbs.twimg.com/media/CmufK2zXEAEyeI1.jpg
Wed Jul 06 15:54:42 +0000 2016	 12	This is Meyer. He has to hold somebody's hand during car rides. He's also wearing a seatbelt. 12/10 responsible af https://t.co/WS6BoApYyL	http://pbs.twimg.com/media/CmsXg9AWgAAs6Ui.jpg
Wed Jul 06 01:46:38 +0000 2016	 8	This is Malcolm. He's absolutely terrified of heights. 8/10 hang in there pupper https://t.co/SVU00Sc9U2	http://pbs.twimg.com/media/CmpVaOZWIAAp3z6.jpg
Tue Jul 05 20:41:01 +0000 2016	 12	This is Arnie. He's a Nova Scotian Fridge Floof. Rare af. 12/10 https://t.co/lprdOylVpS	http://pbs.twimg.com/media/CmoPdmHW8AAi8BI.jpg
Tue Jul 05 17:38:41 +0000 2016	 9	This is Zoe. She was trying to stealthily take a picture of you but you just noticed. 9/10 not so sneaky pupper https://t.co/FfH3o88Vta	http://pbs.twimg.com/media/CmnluwbXEAAqnkw.jpg
Tue Jul 05 17:31:49 +0000 2016	13	13/10 such a good doggo@spaghemily	
Tue Jul 05 02:00:06 +0000 2016	 13	And finally, happy 4th of July from the squad 🇺🇸 13/10 for all https://t.co/Mr8Lr3iOUe	http://pbs.twimg.com/media/CmkO57iXgAEOxX9.jpg
Tue Jul 05 01:00:05 +0000 2016	 11	This is Stewie. He will roundhouse kick anyone who questions his independence. 11/10 free af https://t.co/dDx2gKefYo	http://pbs.twimg.com/media/CmkBKuwWgAAamOI.jpg
Tue Jul 05 00:00:18 +0000 2016	 10	This is Calvin. He just loves America so much. 10/10 would roll around in flag with https://t.co/RXdzWaCQHm	http://pbs.twimg.com/media/Cmjzc-SWAAAPgUJ.jpg
Mon Jul 04 23:00:03 +0000 2016	 11	Meet Lilah. She agreed on one quick pic. Now she'd like to go mentally prepare for the onslaught of fireworks. 11/10 https://t.co/enCpXzZHkD	http://pbs.twimg.com/media/Cmjlsh1XYAAwoul.jpg
Mon Jul 04 22:00:12 +0000 2016	 12	This is Spanky. He was a member of the 2002 USA Winter Olympic speed skating team. Accomplished af. 12/10 https://t.co/7tlZPrePXd	http://pbs.twimg.com/media/Cmf5WLGWYAAcmRw.jpg
Mon Jul 04 21:00:04 +0000 2016	 10	Pause your cookout and admire this pupper's nifty hat. 10/10 https://t.co/RG4C9IdNJM	http://pbs.twimg.com/media/CmjKOzPWEAAmury.jpg
Mon Jul 04 20:00:23 +0000 2016	 11	This is Jameson. He had a few too many in the name of freedom. I can't not respect that. 11/10 'Merica https://t.co/8zQvXM6pG5	http://pbs.twimg.com/media/Cmfx2oNW8AAGg4H.jpg
Mon Jul 04 19:00:33 +0000 2016	 13	This is Beau. He's trying to keep his daddy from packing to leave for Annual Training. 13/10 and now I'm crying https://t.co/7JeDfQvzzI	http://pbs.twimg.com/media/CmfssOtXYAAKa_Z.jpg
Mon Jul 04 18:00:41 +0000 2016	 10	Meet Jax &amp; Jil. Jil is yelling the pledge of allegiance. If u cant take the freedom get out the kitchen Jax. 10/10s https://t.co/jrg29NDNhI	http://pbs.twimg.com/media/CmieRQRXgAA8MV3.jpg
Mon Jul 04 17:00:26 +0000 2016	 11	Meet Piper. She's an airport doggo. Please return your tray table to its full pupright and locked position. 11/10 https://t.co/D17IAcetmM	http://pbs.twimg.com/media/CmfmvGUWgAAuVKD.jpg
Mon Jul 04 16:00:22 +0000 2016	 12	This is Bo. He emanates happiness. 12/10 I could cut the freedom with a knife https://t.co/c7LNFt39eR	http://pbs.twimg.com/media/CmfoyrrW8AA8v7w.jpg
Mon Jul 04 15:00:45 +0000 2016	 1776	This is Atticus. He's quite simply America af. 1776/10 https://t.co/GRXwMxLBkh	http://pbs.twimg.com/media/CmgBZ7kWcAAlzFD.jpg
Mon Jul 04 01:17:51 +0000 2016	 12	This is Lucy. She's a Benebop Cumberplop. 12/10 would hold against my face https://t.co/4yXa801fgl	http://pbs.twimg.com/media/Cme7pg2XEAATMnP.jpg
Sun Jul 03 01:41:06 +0000 2016	 11	This is Finn. He's the most unphotogenic pupper of all time. 11/10 https://t.co/qvA2rCUl6v	http://pbs.twimg.com/media/CmZ3YH8WgAACu28.jpg
Sun Jul 03 00:43:15 +0000 2016	 10	Duuun dun... duuun dun... dunn  dun. dunn dun. dun dun dun dun dun dun dun dun dun dun dun dun dun dun dun. 10/10 https://t.co/9qdJ2Q1Cwx	http://pbs.twimg.com/media/CmZqIslWIAQFiqe.jpg
Sun Jul 03 00:14:27 +0000 2016	 10	This is George. He just remembered that bees are dying globally at an alarming rate. Scary stuff George. 10/10 https://t.co/lznl6QGkYc	http://pbs.twimg.com/media/CmZjizYW8AA3FCN.jpg
Sat Jul 02 19:01:20 +0000 2016	 12	This is Blu. He's a wild bush Floofer. I wish anything made me as happy as bushes make Blu. 12/10 would frolic with https://t.co/HHUAnBb6QB	http://pbs.twimg.com/ext_tw_video_thumb/749316899712950272/pu/img/nvZI9mkoAxt89sul.jpg
Sat Jul 02 03:00:36 +0000 2016	 11	This is Boomer. He's self-baptizing. Other doggo not ready to renounce sins. 11/10 spiritually awakened af https://t.co/cRTJiQQk9o	
Sat Jul 02 02:17:13 +0000 2016	 11	Meet Winston. He's pupset because I forgot to mention that it's Canada Day today. 11/10 please forgive me Winston https://t.co/xEY8dbJxnF	http://pbs.twimg.com/media/CmU2DT8WIAAwOXx.jpg
Sat Jul 02 00:27:45 +0000 2016	 8	This is Dietrich. He hops at random. Other doggos don't understand him. It upsets him greatly. 8/10 would comfort https://t.co/U8cSRz8wzC	http://pbs.twimg.com/media/CmUciKgWIAA97sH.jpg
Fri Jul 01 20:31:43 +0000 2016	.10	What jokester sent in a pic without a dog in it? This is not @rock_rates. This is @dog_rates. Thank you ...10/10 https://t.co/nDPaYHrtNX	http://pbs.twimg.com/media/CmTm-XQXEAAEyN6.jpg
Fri Jul 01 17:33:49 +0000 2016	 13	Say hello to Divine Doggo. Must be magical af. 13/10 would be an honor to pet https://t.co/BbcABzohKb	http://pbs.twimg.com/media/CmS-QkQWAAAkUa-.jpg
Fri Jul 01 02:31:39 +0000 2016	 13	#BarkWeek is getting rather heckin terrifying over here. Doin me quite the spooken. 13/10 (vid by @corgi_zero) https://t.co/eA7k1ZQslA	http://pbs.twimg.com/ext_tw_video_thumb/748704826305970176/pu/img/QHuadM5eEygfBeOf.jpg
Fri Jul 01 02:06:06 +0000 2016	 11	Meet Tripp. He's being eaten by a sherk and doesn't even care. Unfazed af. 11/10 keep doin you Tripp https://t.co/gGxjthmG1c	http://pbs.twimg.com/media/CmPp5pOXgAAD_SG.jpg
Fri Jul 01 02:06:06 +0000 2016	 11	Meet Tripp. He's being eaten by a sherk and doesn't even care. Unfazed af. 11/10 keep doin you Tripp https://t.co/gGxjthmG1c	http://pbs.twimg.com/media/CmPp5pOXgAAD_SG.jpg
Fri Jul 01 01:40:41 +0000 2016	 10	That is Quizno. This is his beach. He does not tolerate human shenanigans on his beach. 10/10 reclaim ur land doggo https://t.co/vdr7DaRSa7	http://pbs.twimg.com/media/CmPkGhFXEAABO1n.jpg
Thu Jun 30 17:54:50 +0000 2016	 6	This is one of the most reckless puppers I've ever seen. How she got a license in the first place is beyond me. 6/10 https://t.co/z5bAdtn9kd	http://pbs.twimg.com/media/CmN5ecNWMAE6pnf.jpg
Thu Jun 30 17:28:39 +0000 2016	 12	This is Cora. She rings a bell for treats. 12/10 precious af (vid by @skyehellenkamp) https://t.co/uUncaAGH18	http://pbs.twimg.com/ext_tw_video_thumb/748568890477789184/pu/img/1MzP7FuodJdHw8zA.jpg
Thu Jun 30 02:45:28 +0000 2016	 10	"So... we meat again" (I'm so sorry for that pun I couldn't resist pls don't unfollow) 10/10 https://t.co/XFBrrqapZa	http://pbs.twimg.com/media/CmKpVtlWAAEnyHm.jpg
Thu Jun 30 02:10:24 +0000 2016	 13	SWIM AWAY PUPPER SWIM AWAY 13/10 #BarkWeek  https://t.co/QGGhZoTcwy	
Thu Jun 30 01:15:31 +0000 2016	 11	This is Duke. He permanently looks like he just tripped over something. 11/10 https://t.co/1sNtG7GgiO	http://pbs.twimg.com/media/CmKUwImXIAA58f5.jpg
Thu Jun 30 00:09:04 +0000 2016	 7	This sherk must've leapt out of the water and into the canoe, trapping the human. Won't even help paddle smh. 7/10 https://t.co/KubWEqOIgO	http://pbs.twimg.com/media/CmKFivjWYAA1eE6.jpg
Wed Jun 29 18:25:21 +0000 2016	 13	Stop what you're doing and watch this heckin masterpiece right here. Both 13/10 https://t.co/3BOVI2WZoH	
Wed Jun 29 01:23:16 +0000 2016	 10	PUPPER NOOOOO BEHIND YOUUU 10/10 pls keep this pupper in your thoughts https://t.co/ZPfeRtOX0Q	http://pbs.twimg.com/media/CmFM7ngXEAEitfh.jpg
Tue Jun 28 23:23:19 +0000 2016	 11	Pls don't send more sherks. I don't care how seemingly floofy they are. It does me so much frighten. Thank u. 11/10 https://t.co/oQqlOsla4R	http://pbs.twimg.com/media/CmExV2qWkAAn_pN.jpg
Tue Jun 28 20:14:22 +0000 2016	 8	This is a mighty rare blue-tailed hammer sherk. Human almost lost a limb trying to take these. Be careful guys. 8/10 https://t.co/TGenMeXreW	http://pbs.twimg.com/media/CmEGMSvUYAAl3ZM.jpg
Tue Jun 28 17:28:22 +0000 2016	 11	This is Huxley. He's pumped for #BarkWeek. Even has a hat. Ears are quite magical. 11/10 would remove hat to pat https://t.co/V7h5NMYbYz	http://pbs.twimg.com/media/CmDgPTsWEAIi2T1.jpg
Tue Jun 28 15:40:07 +0000 2016	 4	Viewer discretion is advised. This is a terrible attack in progress. Not even in water (tragic af). 4/10 bad sherk https://t.co/L3U0j14N5R	http://pbs.twimg.com/media/CmDHdCoWkAACTB4.jpg
Tue Jun 28 04:42:46 +0000 2016	 12	Other pupper asked not to have his identity shared. Probably just embarrassed about the headbutt. Also 12/10 it'll be ok mystery pup	
Tue Jun 28 04:31:44 +0000 2016	 12	This is Keurig. He apparently headbutts other dogs to greet them. Not cool Keurig. So fluffy tho 12/10  https://t.co/zexdr61Q5M	
Tue Jun 28 01:21:27 +0000 2016	 10	This is Bookstore and Seaweed. Bookstore is tired and Seaweed is an asshole. 10/10 and 7/10 respectively https://t.co/eUGjGjjFVJ	http://pbs.twimg.com/media/CmAC7ehXEAAqSuW.jpg
Tue Jun 28 00:54:46 +0000 2016	.11	Again w the sharks guys. This week is about dogs ACTING or DRESSING like sharks. NOT actual sharks. Thank u ...11/10 https://t.co/Ie2mWXWjpr	http://pbs.twimg.com/media/Cl_80k5WkAEbo9m.jpg
Mon Jun 27 19:31:23 +0000 2016	.10	Guys pls stop sending actual sharks. It's too dangerous for me and the people taking the photos. Thank you ...10/10 https://t.co/12lICZN2SP	http://pbs.twimg.com/media/Cl-yykwWkAAqUCE.jpg
Mon Jun 27 16:08:30 +0000 2016	 10	Never seen a shark hold another shark like this before. Must be evolving. Both 10/10 please only send dogs though https://t.co/x4IUNKV79Y	http://pbs.twimg.com/media/Cl-EXHSWkAE2IN2.jpg
Mon Jun 27 14:40:26 +0000 2016	 12	This is Linus. He just wanted to say hello but no one's paying attention. 12/10 (vid by @rebeccacollinzz) https://t.co/VCijm2eVpR	
Mon Jun 27 00:07:44 +0000 2016	 11	This is Atticus. He's remaining calm but his costume looks terrified. 11/10 https://t.co/uT7QeZI34U	http://pbs.twimg.com/media/Cl6odlBWAAAX8RM.jpg
Sun Jun 26 23:05:29 +0000 2016	 10	This is Clark. He's deadly af. Clearly part shark (see pic 2). 10/10 would totally still try to pet https://t.co/dmdEBOEctC	http://pbs.twimg.com/media/Cl6aOBhWkAAglPJ.jpg
Sun Jun 26 16:25:26 +0000 2016	.11	Guys... I said DOGS with "shark qualities" or "costumes." Not actual sharks. This did me a real frighten ...11/10 https://t.co/DX1JUHJVN7	http://pbs.twimg.com/media/Cl4-pevXEAAb8VW.jpg
Sun Jun 26 03:22:31 +0000 2016	 0	PUPDATE: can't see any. Even if I could, I couldn't reach them to pet. 0/10 much disappointment https://t.co/c7WXaB2nqX	http://pbs.twimg.com/media/Cl2LdofXEAATl7x.jpg
Sun Jun 26 01:08:52 +0000 2016	.11	This is a carrot. We only rate dogs. Please only send in dogs. You all really should know this by now ...11/10 https://t.co/9e48aPrBm2	http://pbs.twimg.com/media/Cl1s1p7WMAA44Vk.jpg
Sat Jun 25 21:34:37 +0000 2016	13	Guys... Dog Jesus 2.013/10 buoyant af https://t.co/CuNA7OwfKQ	http://pbs.twimg.com/media/Cl071YVWEAAlF7N.jpg
Sat Jun 25 19:42:08 +0000 2016	 10	When you just can't resist... 10/10 topnotch tongue https://t.co/jeWEGUgbXf	http://pbs.twimg.com/media/Cl0iFXvWYAETj_I.jpg
Sat Jun 25 17:31:25 +0000 2016	 11	This is Maddie. She gets some wicked air time. Hardcore barkour. 11/10 nimble af https://t.co/bROYbceZ1u	
Sat Jun 25 15:29:00 +0000 2016	 12	Meet Abby. She's incredibly distracting. Just wants to help steer. Hazardous af. Still 12/10 would pet while driving https://t.co/gLbLiZtwsp	http://pbs.twimg.com/media/ClzoJz7WYAELHSf.jpg
Sat Jun 25 03:17:46 +0000 2016	 11	Here's a golden floofer helping with the groceries. Bed got in way. Still 11/10 helpful af (vid by @categoen) https://t.co/6ZRoZUWFmd	
Sat Jun 25 00:56:43 +0000 2016	 10	This is Shiloh. She did not pass the soft mouth egg test. 10/10 would absolutely still pet https://t.co/PlR6hjqvr5	http://pbs.twimg.com/media/Clwgf4bWgAAB15c.jpg
Fri Jun 24 15:48:42 +0000 2016	.9	This is an Iraqi Speed Kangaroo. It is not a dog. Please only send in dogs. I'm very angry with all of you ...9/10 https://t.co/5qpBTTpgUt	http://pbs.twimg.com/media/ClujESVXEAA4uH8.jpg
Fri Jun 24 00:04:36 +0000 2016	 10	This is Gustav. He has claimed that plant. It is his now. 10/10 would not try to take his plant away https://t.co/uRI7HBgGJX	http://pbs.twimg.com/media/ClrK-rGWAAENcAa.jpg
Thu Jun 23 19:05:49 +0000 2016	 11	This is Arlen and Thumpelina. They are best pals. Cuddly af. 11/10 for both puppers https://t.co/VJgbgIzIHx	http://pbs.twimg.com/media/ClqGl7fXIAA8nDe.jpg
Thu Jun 23 01:25:06 +0000 2016	 10	This is Gus. He didn't win the Powerball. Quite perturbed about it. Still 10/10 would comfort in time of need https://t.co/3wc246LOtu	http://pbs.twimg.com/media/ClmT0KHWkAAXbhy.jpg
Wed Jun 22 20:18:30 +0000 2016	 7	This is Percy. He fell asleep at the wheel. Irresponsible af. 7/10 absolute menace on the roadway https://t.co/QHbvtvaw8E	http://pbs.twimg.com/media/CllNnkWWMAEDIAR.jpg
Wed Jun 22 01:50:58 +0000 2016	 10	This is Lenox. She's in a wheelbarrow. Silly doggo. You don't belong there. 10/10 would push around https://t.co/oYbVR4nBsR	http://pbs.twimg.com/media/ClhQJUUWAAEVpBX.jpg
Wed Jun 22 01:06:43 +0000 2016	 9	We only rate dogs. Pls stop sending in non-canines like this Jamaican Flop Seal. This is very very frustrating. 9/10 https://t.co/nc53zEN0hZ	http://pbs.twimg.com/media/ClhGBCAWIAAFCsz.jpg
Tue Jun 21 17:58:09 +0000 2016	 12	This is Sugar. She excels underwater. 12/10 photogenic af https://t.co/AWMeXJJz64	http://pbs.twimg.com/media/Clfj6MQWMAAUiPC.jpg
Tue Jun 21 02:03:25 +0000 2016	 11	This is Jeffrey. He wasn't prepared to execute such advanced barkour. Still 11/10 would totally pet https://t.co/MuuwkkLrHh	
Tue Jun 21 00:54:33 +0000 2016	 12	This is Oliver. He's downright gorgeous as hell. Should be on the cover of Dogue. 12/10 would introduce to mom https://t.co/BkgU3rrsXA	http://pbs.twimg.com/media/Clb5pLbWIAA30W0.jpg
Mon Jun 20 20:49:19 +0000 2016	 9	This is Abby. She got her face stuck in a glass. Churlish af. 9/10 rookie move puppo https://t.co/2FPb45NXrK	http://pbs.twimg.com/media/ClbBg4WWEAMjwJu.jpg
Mon Jun 20 19:11:53 +0000 2016	 12	Say hello to Indie and Jupiter. They're having a stellar day out on the boat. Both 12/10 adorbz af https://t.co/KgSEkrPA3r	http://pbs.twimg.com/media/ClarNU8VAAEDrDt.jpg
Mon Jun 20 01:54:27 +0000 2016	 10	This is Harvey. He's stealthy af. 10/10 would do my best to pet https://t.co/zAzaRT6NnT	http://pbs.twimg.com/media/ClW9w7mWEAEFN1k.jpg
Sun Jun 19 01:02:50 +0000 2016	 11	This is Blanket. She has overthrown her human. Demands walks like this every hour on the hour. 11/10 so damn fluffy https://t.co/hrJugNHs2Z	http://pbs.twimg.com/media/ClRoXGwWIAEVVzc.jpg
Sat Jun 18 18:26:18 +0000 2016	 13	Here's a doggo realizing you can stand in a pool. 13/10 enlightened af (vid by Tina Conrad) https://t.co/7wE9LTEXC4	http://pbs.twimg.com/ext_tw_video_thumb/744234667679821824/pu/img/1GaWmtJtdqzZV7jy.jpg
Sat Jun 18 17:41:06 +0000 2016	 12	This is actually a pupper and I'd pet it so well. 12/10https://t.co/RNqS7C4Y4N	
Sat Jun 18 01:33:55 +0000 2016	 11	This is Geno. He's a Wrinkled Baklavian Velveeta. Looks sad but that's just the extra skin. 11/10 would smoosh face https://t.co/Kxda28JmQ2	http://pbs.twimg.com/media/ClMl4VLUYAA5qBb.jpg
Fri Jun 17 19:59:26 +0000 2016	 10	When you're given AUX cord privileges from the back seat and accidentally start blasting an audiobook... both 10/10 https://t.co/gCCrY8P0K9	http://pbs.twimg.com/media/ClLZU8LWQAAsOxV.jpg
